"ATCOCode","NaptanCode","PlateCode","CleardownCode","CommonName","CommonNameLang","ShortCommonName","ShortCommonNameLang","Landmark","LandmarkLang","Street","StreetLang","Crossing","CrossingLang","Indicator","IndicatorLang","Bearing","NptgLocalityCode","LocalityName","ParentLocalityName","GrandParentLocalityName","Town","TownLang","Suburb","SuburbLang","LocalityCentre","GridType","Easting","Northing","Longitude","Latitude","StopType","BusStopType","TimingStatus","DefaultWaitTime","Notes","NotesLang","AdministrativeAreaCode","CreationDateTime","ModificationDateTime","RevisionNumber","Modification","Status"
"1400EB0102","esuadjam",,,"Selsfield Close",,,,"Selsfield Close",,"Westfield Road",,,,"opp",,"W","E0010508","Upperton","Eastbourne",,,,,,0,"U",559782,100798,0.26529636256,50.7847449205,"BCT","CUS","OTH",,,,"079",2005-08-08 00:00:00,2011-11-29 15:49:00,2,"rev","act"
"1400EB0103","esuadjap",,,"Westfield Road",,,,"64",,"Westfield Road",,,,"N-bound",,"N","E0010508","Upperton","Eastbourne",,,,,,0,"U",559664,100920,0.2636767668,50.7858736371,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2006-12-08 18:30:00,1,"rev","act"
"1400EB0438","esuagdgd",,,"Thurrock Close",,,,"Thurrock Close",,"Eastbourne Road",,,,"opp",,"S","E0010851","Lower Willingdon","Eastbourne",,,,,,0,"U",558599,103583,0.24972980523,50.8100944046,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2018-03-20 09:24:00,3,"rev","act"
"1400WE0165","esuawgtd",,,"Broad Road",,,,"Broad Road",,"Farmlands Avenue",,,,"SE-bound",,"SE","E0010851","Lower Willingdon","Eastbourne",,,,,,0,"U",558055,103782,0.24210041681,50.8120311096,"BCT","MKD","TIP",,,,"079",2006-11-21 00:00:00,2010-08-17 15:50:00,2,"rev","act"
"1400EB0099","esuadjad",,,"St Thomas A Becket School",,,,"St Thomas A Becket School",,"Lewes Road",,,,"adj",,"SE","E0010508","Upperton","Eastbourne",,,,,,0,"U",560727,100144,0.2784051265,50.7786074505,"BCT","MKD","TIP",,,,"079",2005-08-08 00:00:00,2010-08-23 13:06:00,2,"rev","act"
"1400EB0100","esuadjag",,,"St Thomas A Becket School",,,,"Prideaux Road",,"Lewes Road",,,,"opp",,"NW","E0010508","Upperton","Eastbourne",,,,,,0,"U",560698,100151,0.27799719078,50.7786783788,"BCT","MKD","TIP",,,,"079",2005-08-08 00:00:00,2010-08-25 15:46:00,4,"rev","act"
"1400EB0104","esuadjat",,,"Westfield Road",,,,"44",,"Westfield Road",,,,"S-bound",,"S","E0010508","Upperton","Eastbourne",,,,,,0,"U",559682,100940,0.26394059001,50.7860483947,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2006-12-08 18:30:00,1,"rev","act"
"1400WE0163","esuawgpw",,,"Tott Yew Road",,,,"Tott Yew Road",,"Coppice Avenue",,,,"adj",,"SE","E0010851","Lower Willingdon","Eastbourne",,,,,,0,"U",558269,103601,0.24505750162,50.8103463274,"BCT","MKD","TIP",,,,"079",2005-08-08 00:00:00,2018-03-20 09:26:00,4,"rev","act"
"1400WE0162","esuawgpt",,,"Tott Yew Road",,,,"Tott Yew Road",,"Coppice Avenue",,,,"opp",,"NW","E0010851","Lower Willingdon","Eastbourne",,,,,,0,"U",558310,103547,0.24561569412,50.8098499098,"BCT","MKD","TIP",,,,"079",2005-08-08 00:00:00,2018-03-20 09:27:00,3,"rev","act"
"1400EB0105","esuadjaw",,,"Tovey Close",,,,"Westfield Road",,"Selmeston Road",,,,"adj",,"W","E0010508","Upperton","Eastbourne",,,,,,0,"U",559610,100952,0.26292522915,50.786176031,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2006-12-08 17:46:00,1,"rev","act"
"1400EB0106","esuadjda",,,"Tovey Close",,,,"Tovey Close",,"Selmeston Road",,,,"opp",,"E","E0010508","Upperton","Eastbourne",,,,,,0,"U",559567,100958,0.2623183242,50.7862417709,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2006-12-08 17:47:00,1,"rev","act"
"1400EB0439","esuagdgj",,,"Broad Road end",,"Broad Road",,"Broad Road",,"Eastbourne Road",,,,"opp",,"SE","E0010851","Lower Willingdon","Eastbourne",,,,,,0,"U",558440,103954,0.24763490971,50.8134715384,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2011-06-09 12:00:00,2,"rev","act"
"1400EB0440","esuagdgm",,,"Broad Road end",,"Broad Road",,"Broad Road",,"Eastbourne Road",,,,"adj",,"NW","E0010851","Lower Willingdon","Eastbourne",,,,,,0,"U",558365,104019,0.24659921284,50.814076097,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2018-03-20 09:15:00,4,"rev","act"
"1400EB0107","esuadjdg",,,"Chalvington Road",,,,"Chalvington Road",,"Selmeston Road",,,,"opp",,"W","E0010508","Upperton","Eastbourne",,,,,,0,"U",559642,101225,0.26349730966,50.7886202813,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2011-11-29 15:48:00,2,"rev","act"
"1400EB0108","esuadjdj",,,"Eridge Road",,,,"Eridge Road",,"Selmeston Road",,,,"adj",,"SE","E0010508","Upperton","Eastbourne",,,,,,0,"U",559413,101048,0.26017443611,50.7870928013,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2017-01-17 10:51:00,6,"rev","act"
"1400EB0096","esuadgwm",,,"Burton Road",,,,"Burton Road",,"King's Drive",,,,"adj",,"NW","E0010508","Upperton","Eastbourne",,,,,,0,"U",560162,100468,0.27053885346,50.781674944,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2017-01-17 10:41:00,2,"rev","act"
"1400EB0165","esuadmgj",,,"Ashburnham Road",,,,"The Old Vicarage",,"Mill Road",,,,"opp",,"NW","E0010508","Upperton","Eastbourne",,,,,,0,"U",560218,99935,0.27110047789,50.7768702105,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2017-01-17 10:38:00,3,"rev","act"
"1400EB0022","esuadama",,,"Rutland Close",,,,"Rutland Close",,"Rodmill Drive",,,,"adj",,"NE","E0010508","Upperton","Eastbourne",,,,,,0,"U",559853,100596,0.26621495129,50.7829102884,"BCT","MKD","OTH",,,,"079",2006-11-21 00:00:00,2006-12-07 10:29:00,1,"rev","act"
"1400EB0023","esuadamd",,,"Rutland Close",,,,"Rutland Close",,"Rodmill Drive",,,,"opp",,"S","E0010508","Upperton","Eastbourne",,,,,,0,"U",559852,100552,0.26618165981,50.7825152004,"BCT","MKD","TIP",,,,"079",2006-11-21 00:00:00,2010-08-19 16:49:00,3,"rev","act"
"1400EB0049","esuadawt",,,"The Goffs",,,,"The Goffs",,"Upperton Road",,,,"adj",,"NW","E0010508","Upperton","Eastbourne",,,,,,0,"U",560454,99409,0.27421569456,50.7720786483,"BCT","MKD","TIP",,,,"079",2005-08-08 00:00:00,2010-08-20 14:29:00,2,"rev","act"
"1400EB0050","esuadgad",,,"Henleaze",,,,"Arundel Road",,"Upperton Road",,,,"opp",,"SE","E0010508","Upperton","Eastbourne",,,,,,0,"U",560402,99491,0.27351457322,50.7728298297,"BCT","MKD","TIP",,,,"079",2005-08-08 00:00:00,2011-04-04 09:33:00,4,"rev","act"
"1400EB0051","esuadgag",,,"Moat Croft Road",,,,"Moat Croft Road",,"Upperton Road",,,,"adj",,"NW","E0010508","Upperton","Eastbourne",,,,,,0,"U",560179,99582,0.27039415463,50.7737090862,"BCT","MKD","TIP",,,,"079",2005-08-08 00:00:00,2010-08-20 14:32:00,2,"rev","act"
"1400EB0052","esuadgaj",,,"Moat Croft Road",,,,"Moat Croft Road",,"Upperton Road",,,,"opp",,"SE","E0010508","Upperton","Eastbourne",,,,,,0,"U",560169,99607,0.27026332557,50.7739364835,"BCT","MKD","TIP",,,,"079",2005-08-08 00:00:00,2010-08-20 14:34:00,2,"rev","act"
"1400EB0053","esuadgam",,,"Selwyn Road",,,,"Selmeston House",,"Upperton Road",,,,"opp",,"NW","E0010508","Upperton","Eastbourne",,,,,,0,"U",559942,99759,0.26711259348,50.7753648746,"BCT","MKD","TIP",,,,"079",2005-08-08 00:00:00,2010-08-20 14:49:00,2,"rev","act"
"1400EB0055","esuadgat",,,"Hurst Arms",,,,"Church",,"Willingdon Road",,,,"opp",,"N","E0010508","Upperton","Eastbourne",,,,,,0,"U",559748,100153,0.26453438667,50.7789586051,"BCT","MKD","TIP",,,,"079",2006-11-21 00:00:00,2010-08-20 15:52:00,3,"rev","act"
"1400EB0374","esuadwtg",,,"Dittons Farm",,"Dittons Farm",,"Business Park",,"Dittons Road",,,,"adj",,"W","E0010775","Dittons","Eastbourne",,,,,,0,"U",560281,104681,0.27406277794,50.8194978465,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2016-12-15 15:28:00,3,"rev","act"
"1400EB75144","esuagjpm",,,"Dittons Farm",,"Dittons Farm",,"Business Park",,"Dittons Road",,,,"opp",,"E","E0010775","Dittons","Eastbourne",,,,,,0,"U",560284,104696,0.27411188046,50.8196317982,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2016-12-15 15:25:00,3,"rev","act"
"1400EB0056","esuadgaw",,,"Hurst Arms",,,,"Church",,"Willingdon Road",,,,"adj",,"S","E0010508","Upperton","Eastbourne",,,,,,0,"U",559756,100175,0.26465731707,50.7791540852,"BCT","MKD","OTH",,,,"079",2006-11-21 00:00:00,2010-08-20 15:56:00,1,"rev","act"
"1400EB0026","esuadamp",,,"Long Acre Close",,,,"Willingdon Road",,"Eldon Road",,,,"opp",,"E","E0010508","Upperton","Eastbourne",,,,,,0,"U",559658,100285,0.26331614383,50.7801694634,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2010-08-20 12:09:00,2,"rev","act"
"1400EB10029","esudjdmg",,,"Downley",,,,"Downley",,"Dittons Road",,,,"adj",,"NW","E0010775","Dittons","Eastbourne",,"Eastbourne",,,,0,"U",559692,104799,0.26575935565,50.8207207257,"BCT","MKD","OTH",,,,"079",2010-09-15 13:09:00,2010-09-15 13:09:00,0,"new","act"
"1400EB10030","esudjdmd",,,"Downley",,,,"Downley",,"Dittons Road",,,,"opp",,"SE","E0010775","Dittons","Eastbourne",,"Eastbourne",,,,0,"U",559703,104811,0.2659206113,50.8208255202,"BCT","MKD","OTH",,,,"079",2010-09-15 13:14:00,2010-09-15 13:14:00,0,"new","act"
"1400EB83994","esuagmdt",,,"Chalvington Road",,,,"Chalvington Road",,"Selmeston Road",,,,"adj",,"E","E0010508","Upperton","Eastbourne",,,,,,0,"U",559622,101231,0.26321640715,50.7886796972,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2017-01-17 10:45:00,3,"rev","act"
"1400EB0373","esuadwtd",,,"Nursery",,"Nursery",,"Nursery",,"Dittons Road",,,,"adj",,"E","E0010775","Dittons","Eastbourne",,,,,,0,"U",560455,104656,0.27651996374,50.8192250643,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2016-11-11 16:10:00,3,"rev","act"
"1400EB0370","esuadwpt",,,"Bluebell Barn",,"Bluebell Barn",,"Bluebell Barn",,"Dittons Road",,,,"adj",,"W","E0010775","Dittons","Eastbourne",,,,,,0,"U",560774,104520,0.28098524254,50.8179146477,"BCT","CUS","OTH",,,,"079",2005-08-08 00:00:00,2016-12-12 14:39:00,3,"rev","act"
"1400EB0371","esuadwpw",,,"Bluebell Barn",,"Bluebell Barn",,"Bluebell Barn",,"Dittons Road",,,,"opp",,"E","E0010775","Dittons","Eastbourne",,,,,,0,"U",560780,104535,0.28107691517,50.8180477641,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2016-11-11 16:07:00,3,"rev","act"
"1400EB0375","esuadwtj",,,"Chaucer Industrial Estate",,"Chaucer Industrial Estate",,"White Swan Garage",,"Dittons Road",,,,"adj",,"W","E0010775","Dittons","Eastbourne",,,,,,0,"U",559998,104712,0.27006204554,50.8198545919,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2010-08-10 14:19:00,2,"rev","act"
"1400EB0372","esuadwta",,,"Nursery",,"Nursery",,"Nursery",,"Dittons Road",,,,"opp",,"NW","E0010775","Dittons","Eastbourne",,,,,,0,"U",560582,104579,0.27828771054,50.818498014,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2010-08-10 14:11:00,2,"rev","act"
"1400EB0376","esuadwtm",,,"Chaucer Industrial Estate",,"Chaucer Industrial Estate",,"White Swan Garage",,"Dittons Road",,,,"opp",,"E","E0010775","Dittons","Eastbourne",,,,,,0,"U",559987,104731,0.26991429358,50.8200283522,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2010-08-10 14:25:00,3,"rev","act"
"1400EB10075","esudjtmw",,,"Belle Vue",,,,"Belle Vue",,"Hailsham Road",,,,"adj",,"SE","E0010932","Stone Cross","Eastbourne",,,,,,1,"U",561454,104759,0.29073542816,50.8198731158,"BCT","MKD","OTH",,,,"079",2012-10-10 16:26:00,2018-01-03 13:52:00,1,"rev","act"
"1400EB10041","esudjgjg",,,"Dallaway Drive",,,,"Dallaway Drive",,"Rattle Road",,,,"adj",,"E","E0010932","Stone Cross","Eastbourne",,"Eastbourne",,,,0,"U",561734,104407,0.29455202754,50.8166322186,"BCT","MKD","TIP",,,,"079",2010-09-17 12:33:00,2018-01-03 14:03:00,1,"rev","act"
"1400EB10039","esudjgja",,,"Windmill Green",,,,"Windmill",,"Rattle Road",,,,"adj",,"W","E0010932","Stone Cross","Eastbourne",,"Eastbourne",,,,0,"U",561988,104386,0.2981453652,50.816372597,"BCT","MKD","TIP",,,,"079",2010-09-17 12:22:00,2018-01-03 14:09:00,1,"rev","act"
"1400EB10038","esudjgdw",,,"Uplands Farm",,,,"Uplands Farm",,"Rattle Road",,,,"opp",,"E","E0010932","Stone Cross","Eastbourne",,"Eastbourne",,,,0,"U",562355,104359,0.30333871483,50.8160273132,"BCT","MKD","OTH",,,,"079",2010-09-17 12:16:00,2018-01-03 14:06:00,2,"rev","act"
"1400EB10042","esudjgjm",,,"Primary School",,,,"Primary School",,"Adur Drive",,,,"opp",,"NW","E0010932","Stone Cross","Eastbourne",,"Eastbourne",,,,0,"U",561385,104302,0.28955582419,50.8157860368,"BCT","MKD","TIP",,,,"079",2010-09-17 12:40:00,2018-01-03 13:43:00,2,"rev","act"
"1400EB10040","esudjgjd",,,"Windmill Green",,,,"Windmill",,"Rattle Road",,,,"opp",,"E","E0010932","Stone Cross","Eastbourne",,"Eastbourne",,,,0,"U",562008,104405,0.2984374158,50.8165377275,"BCT","MKD","TIP",,,,"079",2010-09-17 12:27:00,2018-01-03 14:10:00,2,"rev","act"
"1400WE1214","esudjtmp",,,"Hilliers Garden Centre",,,,"Hilliers Garden Centre",,"Hailsham Road",,,,"opp",,"NW","E0010932","Stone Cross","Eastbourne",,,,,,1,"U",560076,106426,0.27191613126,50.8352340825,"BCT","CUS","OTH",,,,"079",2012-10-09 15:30:00,2012-10-09 15:30:00,0,"new","act"
"1400EB75087","esuagjdm",,,"Patcham Mill Road",,,,"Patcham Mill Road",,"Lion Hill",,,,"adj",,"SE","E0010932","Stone Cross","Eastbourne",,,,,,0,"U",561733,104184,0.29443962669,50.8146287743,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2018-01-03 13:58:00,3,"rev","act"
"1400EB10074","esudjtmt",,,"Belle Vue",,,,"Belle Vue",,"Hailsham Road",,,,"opp",,"NW","E0010932","Stone Cross","Eastbourne",,,,,,1,"U",561444,104747,0.2905883059,50.8197680777,"BCT","CUS","OTH",,,,"079",2012-10-10 16:16:00,2018-01-03 13:53:00,1,"rev","act"
"1400WE1213","esudjtmj",,,"Hilliers Garden Centre",,,,"Hilliers Garden Centre",,"Hailsham Road",,,,"adj",,"SE","E0010932","Stone Cross","Eastbourne",,,,,,1,"U",560082,106440,0.27200737742,50.8353582202,"BCT","CUS","OTH",,,,"079",2012-10-09 15:26:00,2012-10-09 15:27:00,1,"rev","act"
"1400EB0357","esuadwmj",,,"The Crossways",,,,"Crossroads",,"Dittons Road",,,,"opp",,"W","E0010932","Stone Cross","Eastbourne",,,,,,0,"U",561468,104436,0.29079196103,50.8169669556,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2018-01-03 13:55:00,4,"rev","act"
"1400EB0359","esuadwmt",,,"Arun Way",,,,"Arun Way",,"Dittons Road",,,,"opp",,"E","E0010932","Stone Cross","Eastbourne",,,,,,0,"U",560930,104494,0.28318655159,50.817637734,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2018-01-03 14:02:00,4,"rev","act"
"1400EB75186","esuagmap",,,"Milton Street",,,,"Milton Street",,"Hailsham Road",,,,"adj",,"SE","E0010932","Stone Cross","Eastbourne",,,,,,0,"U",561373,104874,0.28963703248,50.8209289884,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2017-01-16 15:28:00,3,"rev","act"
"1400EB10078","esudjwtm",,,"Medical Centre",,,,"Medical Centre",,"Mimram Road",,,,"o/s",,"W","E0010932","Stone Cross","Eastbourne",,,,,,1,"U",561442,104390,0.29040296141,50.8165608729,"BCT","CUS","OTH",,,,"079",2013-06-17 12:00:00,2016-04-28 15:50:00,1,"del","del"
"1400EB75083","esuagjdg",,,"The Red Lion",,,,"The Red Lion",,"Lion Hill",,,,"opp",,"SE","E0010932","Stone Cross","Eastbourne",,,,,,0,"U",561591,104331,0.29249033955,50.8159892189,"BCT","MKD","PTP",,,,"079",2005-08-08 00:00:00,2018-01-03 13:47:00,5,"rev","act"
"1400EB10037","esudjgdt",,,"Uplands Farm",,,,"Uplands Farm",,"Rattle Road",,,,"adj",,"W","E0010932","Stone Cross","Eastbourne",,"Eastbourne",,,,0,"U",562365,104342,0.3034730303,50.8158717629,"BCT","MKD","TIP",,,,"079",2010-09-17 11:10:00,2017-01-16 15:44:00,1,"rev","act"
"1400EB75069","esuagjag",,,"Medina Drive",,,,"Medina Drive",,"Adur Drive",,,,"adj",,"SW","E0010932","Stone Cross","Eastbourne",,,,,,0,"U",561577,104258,0.29225965205,50.8153371933,"BCT","MKD","PTP",,,,"079",2005-08-08 00:00:00,2018-01-03 13:42:00,5,"rev","act"
"1400EB10085","esudmjag",,,"Crossroads",,,,"Crossroads",,"Hailsham Road",,,,"N-bound",,"N","E0010932","Stone Cross","Eastbourne",,,,,,1,"U",561494,104536,0.29120471858,50.8178582444,"BCT","CUS","OTH",,,,"079",2015-11-02 14:52:00,2018-01-03 12:50:00,2,"del","del"
"1400EB75188","esuagmat",,,"Milton Street",,,,"Milton Street",,"Hailsham Road",,,,"opp",,"NW","E0010932","Stone Cross","Eastbourne",,,,,,0,"U",561368,104854,0.28955731677,50.8207506741,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2018-01-03 13:50:00,2,"rev","act"
"1400EB0367","esuadwpm",,,"The Red Lion",,,,"The Red Lion",,"Lion Hill",,,,"o/s",,"N","E0010932","Stone Cross","Eastbourne",,,,,,0,"U",561540,104390,0.2917929453,50.8165335686,"BCT","MKD","PPT",,,,"079",2005-08-08 00:00:00,2018-01-03 13:45:00,4,"rev","act"
"1400EB0358","esuadwmp",,,"Arun Way",,,,"Arun Way",,"Dittons Road",,,,"adj",,"W","E0010932","Stone Cross","Eastbourne",,,,,,0,"U",560935,104477,0.28325001989,50.8174835943,"BCT","MKD","TIP",,,,"079",2005-08-08 00:00:00,2018-01-03 14:01:00,5,"rev","act"
"1400EB75085","esuagjdj",,,"Patcham Mill Road",,,,"Patcham Mill Road",,"Lion Hill",,,,"opp",,"NW","E0010932","Stone Cross","Eastbourne",,,,,,0,"U",561697,104209,0.29394005024,50.8148634505,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2018-01-03 13:59:00,3,"rev","act"
"1400EB0350","esuadwmg",,,"The Crossways",,,,"Crossroads",,"Dittons Road",,,,"adj",,"E","E0010932","Stone Cross","Eastbourne",,,,,,0,"U",561416,104456,0.29006320367,50.8171611461,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2018-01-03 13:56:00,4,"rev","act"
"1400EB0043","esuadawa",,,"St Elisabeth's Church",,"St Elisabeth's Church",,"Command Road",,"Victoria Drive",,,,"opp",,"N","N0076015","Downside","Eastbourne",,,,,,0,"U",559012,100564,0.25428106455,50.7828538025,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2017-04-03 10:25:00,5,"rev","act"
"1400EB0038","esuadatg",,,"Burrow Down",,,,"Burrow Down",,"Priory Heights",,,,"adj",,"W","N0076015","Downside","Eastbourne",,,,,,0,"U",558530,100166,0.24727784266,50.7794093857,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2006-12-20 11:32:00,2,"rev","act"
"1400EB0039","esuadatj",,,"Central Avenue",,"Central Avenue",,"Eldon Road",,"Victoria Drive",,,,"opp",,"S","N0076015","Downside","Eastbourne",,,,,,0,"U",559104,100196,0.25542590893,50.7795218845,"BCT","MKD","PTP",,,,"079",2005-08-08 00:00:00,2010-08-11 11:27:00,4,"rev","act"
"1400EB0040","esuadatm",,,"Beechy Avenue",,"Beechy Avenue",,"Beechy Avenue",,"Victoria Drive",,,,"adj",,"N","N0076015","Downside","Eastbourne",,,,,,0,"U",559112,100076,0.25548740291,50.7784414186,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2010-08-11 12:00:00,3,"rev","act"
"1400EB0041","esuadatp",,,"Central Avenue",,"Central Avenue",,"Central Avenue",,"Victoria Drive",,,,"adj",,"N","N0076015","Downside","Eastbourne",,,,,,0,"U",559061,100329,0.25487397818,50.7807287567,"BCT","MKD","PTP",,,,"079",2005-08-08 00:00:00,2010-08-11 12:01:00,4,"rev","act"
"1400EB0042","esuadatw",,,"Command Road",,"Command Road",,"Elizabeth Court",,"Victoria Drive",,,,"opp",,"S","N0076015","Downside","Eastbourne",,,,,,0,"U",559054,100439,0.25482231904,50.781719092,"BCT","MKD","TIP",,,,"079",2005-08-08 00:00:00,2010-08-11 12:06:00,5,"rev","act"
"1400EB0037","esuadatd",,,"Filching Road",,"Filching Road",,"84",,"Filching Road",,,,"o/s 84",,"S","N0076015","Downside","Eastbourne",,,,,,0,"U",558575,100359,0.2479987904,50.7811313229,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2010-08-11 11:23:00,3,"rev","act"
"1400EB0024","esuadamg",,,"Rodmill Drive Top",,"Rodmill Drive Top",,"Willingdon Road",,"Rodmill Drive",,,,"nr",,"NE","N0076015","Downside","Eastbourne",,,,,,0,"U",559732,100372,0.26440269687,50.7809308442,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2010-08-10 14:54:00,2,"rev","act"
"1400EB0033","esuadapm",,,"Palesgate Way",,"Palesgate Way",,"Palesgate Way",,"Filching Road",,,,"adj",,"E","N0076015","Downside","Eastbourne",,,,,,0,"U",558695,100187,0.24962539226,50.7795529916,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2016-12-15 16:00:00,4,"rev","act"
"1400EB0034","esuadapt",,,"Palesgate Way",,"Palesgate Way",,"Church",,"Filching Road",,,,"opp",,"W","N0076015","Downside","Eastbourne",,,,,,0,"U",558720,100174,0.24997410283,50.779429342,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2016-12-15 15:59:00,4,"rev","act"
"1400EB0044","esuadawd",,,"St Elisabeth's Church",,"St Elisabeth's Church",,"Downs Avenue",,"Victoria Drive",,,,"adj",,"S","N0076015","Downside","Eastbourne",,,,,,0,"U",559015,100631,0.25435254517,50.7834550162,"BCT","MKD","TIP",,,,"079",2005-08-08 00:00:00,2017-04-03 10:25:00,5,"rev","act"
"1400EB0017","esuadajg",,,"Northiam Road",,"Northiam Road",,"Northiam Road",,"Green Street",,,,"opp",,"SE","N0076015","Downside","Eastbourne",,,,,,0,"U",559316,99856,0.25828331352,50.7764086283,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2010-08-11 14:28:00,5,"rev","act"
"1400EB0032","esuadapj",,,"Cavalry Crescent",,"Cavalry Crescent",,"Cavalry Crescent",,"Central Avenue",,,,"nr",,"E","N0076015","Downside","Eastbourne",,,,,,0,"U",558870,100245,0.2521306572,50.780026281,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2010-08-10 15:36:00,2,"rev","act"
"1400EB0057","esuadgda",,,"Cobbold Avenue",,,,"Cobbold Avenue",,"Willingdon Road",,,,"adj",,"N","N0076015","Downside","Eastbourne",,,,,,0,"U",559609,100523,0.26272492219,50.782321504,"BCT","MKD","OTH",,,,"079",2006-11-21 00:00:00,2006-11-21 00:00:00,0,"new","act"
"1400EB0058","esuadgdg",,,"Cobbold Avenue",,,,"Cobbold Avenue",,"Willingdon Road",,,,"opp",,"S","N0076015","Downside","Eastbourne",,,,,,0,"U",559610,100560,0.26275514749,50.7826536945,"BCT","MKD","OTH",,,,"079",2006-11-21 00:00:00,2016-12-15 15:44:00,1,"rev","act"
"1400EB0059","esuadgdj",,,"Saxon Place",,,,"Saxon Place",,"Willingdon Road",,,,"adj",,"N","N0076015","Downside","Eastbourne",,,,,,0,"U",559508,100727,0.26138185395,50.7841823286,"BCT","MKD","OTH",,,,"079",2006-11-21 00:00:00,2013-02-19 16:29:00,1,"rev","act"
"1400EB0045","esuadawg",,,"Ocklynge School",,"Ocklynge School",,"School",,"Victoria Drive",,,,"o/s",,"S","N0076015","Downside","Eastbourne",,,,,,0,"U",559050,100891,0.25496104463,50.7857816807,"BCT","MKD","PTP",,,,"079",2005-08-08 00:00:00,2010-08-11 12:18:00,1,"rev","act"
"1400EB0018","esuadajm",,,"Northiam Road",,"Northiam Road",,"Northiam Road",,"Green Street",,,,"adj",,"NW","N0076015","Downside","Eastbourne",,,,,,0,"U",559260,99879,0.25749965155,50.7766306647,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2010-08-11 14:31:00,2,"rev","act"
"1400EB0027","esuadamt",,,"Cavendish School",,,,"Cavendish School",,"Eldon Road",,,,"o/s",,"E","N0076015","Downside","Eastbourne",,,,,,0,"U",559415,100275,0.25986782032,50.7801464055,"BCT","MKD","PTP",,,,"079",2006-11-21 00:00:00,2010-08-10 15:01:00,2,"rev","act"
"1400EB0046","esuadawj",,,"Ocklynge School",,"Ocklynge School",,"School",,"Victoria Drive",,,,"opp",,"N","N0076015","Downside","Eastbourne",,,,,,0,"U",559050,100943,0.25498352935,50.7862489318,"BCT","MKD","PPT",,,,"079",2006-11-21 00:00:00,2016-12-15 15:46:00,2,"rev","act"
"1400EB0035","esuadapw",,,"Bracken Road",,,,"Bracken Road",,"Priory Heights",,,,"opp",,"N","N0076015","Downside","Eastbourne",,,,,,0,"U",558440,100310,0.24606430411,50.7807278973,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2006-12-20 11:33:00,2,"rev","act"
"1400EB0036","esuadata",,,"Hill Road",,"Hill Road",,"Priory Heights",,"Hill Road",,,,"o/s 34",,"E","N0076015","Downside","Eastbourne",,,,,,0,"U",558530,100482,0.24741399351,50.7822488522,"BCT","MKD","PPT",,,,"079",2005-08-08 00:00:00,2010-08-11 11:21:00,4,"rev","act"
"1400EB0031","esuadapg",,,"The Crescent",,"The Crescent",,"The Crescent",,"Central Avenue",,,,"nr",,"W","N0076015","Downside","Eastbourne",,,,,,0,"U",558965,100247,0.25347794019,50.7800182393,"BCT","MKD","OTH",,,,"079",2005-08-08 00:00:00,2010-08-10 15:38:00,4,"rev","act"
